SUBJECT.NAME	PROJECT.NAME	PHENOTYPE.NAME	Obesity.BMI	Obesity.BodyLength	Date.Month	Date.Year	Date.Season	Date.StudyStartSeconds	Date.Hour	Date.StudyDay	GENDER	EndNormalBW	CoatColour	CageDensity	Litter
A053048603	HS_mouse	Obesity	-0.471626944176243	7.2	7	2003	summer	16329600	0	190	F	21.5	chocolate	4	3
A053052635	HS_mouse	Obesity	-0.431642202688739	7.9	7	2003	summer	14515200	0	169	M	32.5	light.brown	6	1
A053053012	HS_mouse	Obesity	-0.503929249093328	7.3	6	2003	summer	12096000	0	141	F	19.6	chocolate	7	4
A053053096	HS_mouse	Obesity	-0.501555796576508	7.6	7	2003	summer	15724800	0	183	F	21.6	chocolate	4	3
A053054340	HS_mouse	Obesity	-0.343582346349445	7.5	6	2003	summer	13910400	0	162	M	30.8	chocolate	6	2
A053054528	HS_mouse	Obesity	-0.502983916563398	8	6	2003	summer	11491200	0	134	F	21.2	chocolate	4	1
A053057796	HS_mouse	Obesity	-0.457023910502713	6.4	6	2003	summer	12700800	0	148	F	19.6	chocolate	6	2
A053058379	HS_mouse	Obesity	-0.495112708629003	6.1	6	2003	summer	11491200	0	134	F	14.6	dark.brown	6	2
A053059356	HS_mouse	Obesity	-0.485624015154984	7.9	5	2003	spring	10886400	0	127	M	23.3	black	5	1
A053063281	HS_mouse	Obesity	-0.51376048439828	8.2	6	2003	summer	12096000	0	141	F	23	albino	4	1
A053063855	HS_mouse	Obesity	-0.462001635288708	7.4	6	2003	summer	12700800	0	148	M	26.4	black	3	2
A053066863	HS_mouse	Obesity	-0.526098737654034	7.6	7	2003	summer	15724800	0	183	F	19.9	chocolate	4	3
A053068315	HS_mouse	Obesity	-0.429766197689983	7.9	7	2003	summer	15724800	0	183	M	26.3	black	3	3
A053068775	HS_mouse	Obesity	-0.394096669590277	7.5	5	2003	spring	10886400	0	127	M	31.1	black	5	1
A053070383	HS_mouse	Obesity	-0.476316260083433	7.7	6	2003	summer	13910400	0	162	F	21.3	black	6	1
A053073028	HS_mouse	Obesity	-0.428789396917876	8.7	7	2003	summer	14515200	0	169	M	31.4	dark.brown	4	1
A053074016	HS_mouse	Obesity	-0.449663666458257	7.1	6	2003	summer	11491200	0	134	F	20.5	light.brown	6	2
A053075376	HS_mouse	Obesity	-0.523412576044384	7.9	7	2003	summer	15724800	0	183	F	23.1	light.brown	4	5
A053075572	HS_mouse	Obesity	-0.452149976899718	7	6	2003	summer	13910400	0	162	F	19.9	black	6	5
A053075810	HS_mouse	Obesity	-0.426254358380507	7.8	6	2003	summer	12096000	0	141	M	28.6	black	5	2
A053076035	HS_mouse	Obesity	-0.378627957122064	7.4	6	2003	summer	12096000	0	141	M	28.4	albino	5	2
A053077810	HS_mouse	Obesity	-0.340788861420558	7.1	6	2003	summer	11491200	0	134	M	27.3	black	4	3
A053078842	HS_mouse	Obesity	-0.471592573199065	7.6	8	2003	summer	16934400	0	197	F	25	black	4	2
A053081284	HS_mouse	Obesity	-0.46818316693188	6.9	7	2003	summer	14515200	0	169	F	16	black	5	3
A053083044	HS_mouse	Obesity	-0.363987829748491	6.8	7	2003	summer	15724800	0	183	M	26.5	black	5	3
A053083824	HS_mouse	Obesity	-0.55451894802687	8.1	6	2003	summer	13910400	0	162	F	21.2	dark.brown	6	1
A053084062	HS_mouse	Obesity	-0.512076423654605	7.5	5	2003	spring	10886400	0	127	F	19.3	dark.brown	5	1
A053085267	HS_mouse	Obesity	-0.557124250268661	6.9	7	2003	summer	15724800	0	183	F	15.2	dark.brown	4	3
A053086377	HS_mouse	Obesity	-0.400006945857348	7.4	7	2003	summer	16329600	0	190	M	25.9	black	4	1
A053096770	HS_mouse	Obesity	-0.420798932233601	7.7	5	2003	spring	10886400	0	127	M	25.1	black	5	1
A053098266	HS_mouse	Obesity	-0.414714967507925	7.1	6	2003	summer	12096000	0	141	F	22.4	black	7	4
A053100299	HS_mouse	Obesity	-0.3410394466426	7.3	7	2003	summer	14515200	0	169	M	28.4	dark.brown	4	1
A053101275	HS_mouse	Obesity	-0.486096471958312	7.3	6	2003	summer	12700800	0	148	M	23.5	light.brown	5	2
A053102110	HS_mouse	Obesity	-0.510545010206612	7.2	6	2003	summer	11491200	0	134	M	22.7	dark.brown	3	2
A053104274	HS_mouse	Obesity	-0.404009688311021	7.4	5	2003	spring	10886400	0	127	M	25.6	chocolate	5	1
A053104836	HS_mouse	Obesity	-0.476012349731523	7.4	7	2003	summer	16329600	0	190	F	21.6	dark.brown	4	2
A053106892	HS_mouse	Obesity	-0.521077936278983	7.6	7	2003	summer	14515200	0	169	F	18.5	light.brown	3	2
A053107519	HS_mouse	Obesity	-0.363048327013669	7.7	7	2003	summer	14515200	0	169	M	30.4	dark.brown	3	1
A053109294	HS_mouse	Obesity	-0.415244866880508	8	7	2003	summer	14515200	0	169	M	29.1	light.brown	6	1
A053111539	HS_mouse	Obesity	-0.508352492083741	7	7	2003	summer	14515200	0	169	F	17.1	dark.brown	5	3
A053112576	HS_mouse	Obesity	-0.459392487759231	7.2	7	2003	summer	15724800	0	183	F	21.7	dark.brown	4	2
A053113372	HS_mouse	Obesity	-0.523412576044384	7.9	7	2003	summer	15120000	0	176	M	24.3	chocolate	5	2
A053115580	HS_mouse	Obesity	-0.41418098416426	7.4	6	2003	summer	12096000	0	141	M	25.7	black	5	2
A053117273	HS_mouse	Obesity	-0.522378117580056	8.5	6	2003	summer	12700800	0	148	M	28.1	dark.brown	4	3
A053118815	HS_mouse	Obesity	-0.486076097372589	7	5	2003	spring	10886400	0	127	F	19.7	albino	5	2
A053119096	HS_mouse	Obesity	-0.487469335297903	7.6	5	2003	spring	10281600	0	120	F	22.2	black	5	1
A053121340	HS_mouse	Obesity	-0.436755643970604	8.3	6	2003	summer	13910400	0	162	M	31.6	chocolate	6	4
A053121348	HS_mouse	Obesity	-0.455502810869842	6.8	6	2003	summer	12700800	0	148	M	21.4	chocolate	3	2
A053121776	HS_mouse	Obesity	-0.428358848174471	7.1	8	2003	summer	16934400	0	197	M	24.9	silverado	4	1
A053121786	HS_mouse	Obesity	-0.476012349731523	7.4	6	2003	summer	13305600	0	155	F	19.2	silverado	4	2
A053123328	HS_mouse	Obesity	-0.44973545423003	7.8	5	2003	spring	10886400	0	127	M	30.5	black	7	1
A053126610	HS_mouse	Obesity	-0.492312753614734	8	7	2003	summer	16329600	0	190	M	19.2	black	6	2
A053259595	HS_mouse	Obesity	-0.56300126311599	8.4	7	2003	summer	14515200	0	169	F	23.6	dark.brown	5	1
A053268028	HS_mouse	Obesity	-0.362482474751174	7.2	7	2003	summer	14515200	0	169	M	27.9	black	3	1
A053273558	HS_mouse	Obesity	-0.390964407770095	7.7	7	2003	summer	16329600	0	190	M	28.8	chocolate	6	3
A053274515	HS_mouse	Obesity	-0.528082454177869	7.9	7	2003	summer	15120000	0	176	M	25.3	dark.brown	5	2
A053278519	HS_mouse	Obesity	-0.505149978319906	7.2	7	2003	summer	16329600	0	190	F	20.7	black	4	3
A053278526	HS_mouse	Obesity	-0.386285389423799	7.2	5	2003	spring	10886400	0	127	M	26.7	dark.brown	5	1
A053278534	HS_mouse	Obesity	-0.501336438515049	7.3	7	2003	summer	14515200	0	169	F	18.2	dark.brown	5	3
A053279798	HS_mouse	Obesity	-0.461827897231375	7.3	6	2003	summer	12096000	0	141	F	22.5	silverado	3	3
A053306061	HS_mouse	Obesity	-0.394471030532468	6.7	5	2003	spring	10886400	0	127	F	19.6	black	5	1
A053309610	HS_mouse	Obesity	-0.365913624730821	7	5	2003	spring	10886400	0	127	M	24.6	dark.brown	5	1
A053310123	HS_mouse	Obesity	-0.451750745465355	7.8	6	2003	summer	13305600	0	155	M	25.7	silverado	3	2
A053310771	HS_mouse	Obesity	-0.538163841653713	7.1	6	2003	summer	12700800	0	148	F	19	chocolate	6	2
A053311315	HS_mouse	Obesity	-0.559790828613109	7.5	6	2003	summer	13305600	0	155	F	18.2	chocolate	4	2
A053314371	HS_mouse	Obesity	-0.497269495803507	7.5	5	2003	spring	10281600	0	120	M	24.1	silverado	4	1
A053315089	HS_mouse	Obesity	-0.46763008089834	7.7	5	2003	spring	10281600	0	120	M	23.4	light.brown	4	2
A053324619	HS_mouse	Obesity	-0.393853641799339	7.9	7	2003	summer	16329600	0	190	M	28.9	black	4	1
A053325844	HS_mouse	Obesity	-0.402172162806092	7.8	6	2003	summer	12096000	0	141	M	29.9	silverado	5	3
A053327308	HS_mouse	Obesity	-0.368710873240458	7.3	5	2003	spring	10886400	0	127	M	30	dark.brown	5	1
A053327638	HS_mouse	Obesity	-0.424630381500019	7.2	6	2003	summer	12700800	0	148	M	26.5	chocolate	5	2
A053328342	HS_mouse	Obesity	-0.476316260083433	7.7	5	2003	spring	10886400	0	127	F	24	black	4	1
A053328630	HS_mouse	Obesity	-0.501696450903618	8.3	7	2003	summer	16329600	0	190	F	23.8	black	4	1
A053329319	HS_mouse	Obesity	-0.505467329069799	7.4	6	2003	summer	12096000	0	141	F	18.2	albino	2	2
A053334598	HS_mouse	Obesity	-0.485032753224244	7.1	6	2003	summer	12096000	0	141	F	18.3	light.brown	7	4
A053334608	HS_mouse	Obesity	-0.429687696095396	8.2	7	2003	summer	16329600	0	190	M	28	chocolate	6	2
A053344037	HS_mouse	Obesity	-0.524713966400823	8.1	6	2003	summer	12096000	0	141	F	21.5	albino	2	2
A053345270	HS_mouse	Obesity	-0.413322321513422	7.6	8	2003	summer	16934400	0	197	M	26.7	dark.brown	4	2
A053345354	HS_mouse	Obesity	-0.553326943003994	8	6	2003	summer	13305600	0	155	F	20.5	light.brown	4	1
A053347109	HS_mouse	Obesity	-0.410083836023215	7.4	5	2003	spring	10281600	0	120	F	26.8	albino	5	1
A053347368	HS_mouse	Obesity	-0.559725735673334	7.9	8	2003	summer	16934400	0	197	F	20.7	light.brown	4	1
A053348357	HS_mouse	Obesity	-0.452549911153836	8.3	7	2003	summer	14515200	0	169	M	28.3	dark.brown	6	1
A053349036	HS_mouse	Obesity	-0.41373427585527	7	5	2003	spring	10281600	0	120	F	20.8	chocolate	6	1
A053349313	HS_mouse	Obesity	-0.521096333317203	7.9	5	2003	spring	10886400	0	127	M	24.4	light.brown	5	1
A053350345	HS_mouse	Obesity	-0.42603493065392	8.1	5	2003	spring	10281600	0	120	M	33.1	light.brown	4	2
A053350557	HS_mouse	Obesity	-0.498631896373187	7.8	6	2003	summer	13305600	0	155	F	23	chocolate	4	2
A053357326	HS_mouse	Obesity	-0.442567676995773	7.7	6	2003	summer	12096000	0	141	M	26.5	light.brown	6	2
A053357344	HS_mouse	Obesity	-0.460597188897601	7.6	6	2003	summer	11491200	0	134	F	22.7	light.brown	6	2
A053363022	HS_mouse	Obesity	-0.502934992554404	7.4	5	2003	spring	10886400	0	127	F	18.8	dark.brown	4	1
A053363287	HS_mouse	Obesity	-0.442021431169121	8.2	6	2003	summer	13910400	0	162	M	29.2	light.brown	4	1
A053364292	HS_mouse	Obesity	-0.421183069721464	7.6	6	2003	summer	11491200	0	134	M	27.7	albino	4	1
A053364298	HS_mouse	Obesity	-0.445732711776356	7.8	6	2003	summer	13910400	0	162	M	25.7	chocolate	6	2
A053366615	HS_mouse	Obesity	-0.499864381858222	7	7	2003	summer	15724800	0	183	M	22	black	4	2
A053368562	HS_mouse	Obesity	-0.484531577841694	8.1	7	2003	summer	15724800	0	183	M	26.8	chocolate	4	3
A053370831	HS_mouse	Obesity	-0.46747960888093	7	7	2003	summer	16329600	0	190	F	18.9	silverado	4	3
A053372091	HS_mouse	Obesity	-0.500828604537263	8	6	2003	summer	12700800	0	148	F	24.8	dark.brown	6	1
A053373276	HS_mouse	Obesity	-0.52256144803607	7.7	6	2003	summer	13305600	0	155	F	18.1	black	4	2
A053374870	HS_mouse	Obesity	-0.438203188689293	7.2	8	2003	summer	16934400	0	197	M	25.2	black	4	1
A053375835	HS_mouse	Obesity	-0.455656300621807	7.5	6	2003	summer	12096000	0	141	F	21.5	albino	4	1
A053376341	HS_mouse	Obesity	-0.449873323505828	7.6	6	2003	summer	13305600	0	155	F	23.4	black	4	2
A053377861	HS_mouse	Obesity	-0.421979776726178	6.8	5	2003	spring	10281600	0	120	F	19.5	chocolate	6	1
A053380881	HS_mouse	Obesity	-0.443563849598821	7.6	7	2003	summer	16329600	0	190	M	26.5	black	6	3
A053381283	HS_mouse	Obesity	-0.494850021680094	7.5	6	2003	summer	13305600	0	155	F	21.5	black	4	2
A053381362	HS_mouse	Obesity	-0.449873323505828	7.6	6	2003	summer	11491200	0	134	F	22.6	light.brown	6	2
A053382037	HS_mouse	Obesity	-0.387000022608025	7	5	2003	spring	10281600	0	120	M	22.4	light.brown	4	2
A053382347	HS_mouse	Obesity	-0.497213931418242	8.2	6	2003	summer	11491200	0	134	M	25.6	black	4	3
A053512777	HS_mouse	Obesity	-0.556898649772225	8.1	6	2003	summer	13910400	0	162	F	21.4	black	6	5
A053515788	HS_mouse	Obesity	-0.511219132735344	7	5	2003	spring	10886400	0	127	F	17.6	albino	5	2
A053517124	HS_mouse	Obesity	-0.547528576459782	8.4	8	2003	summer	16934400	0	197	F	22.6	black	4	2
A053521596	HS_mouse	Obesity	-0.405625529318945	7.7	6	2003	summer	12096000	0	141	M	29.1	chocolate	5	3
A053523614	HS_mouse	Obesity	-0.485165380388339	7.6	6	2003	summer	13910400	0	162	F	20.8	dark.brown	6	1
A053524010	HS_mouse	Obesity	-0.452487870977232	7.3	5	2003	spring	10281600	0	120	F	21.8	chocolate	5	2
A053537328	HS_mouse	Obesity	-0.502149260421593	7.5	6	2003	summer	12096000	0	141	F	21.1	chocolate	7	4
A053538123	HS_mouse	Obesity	-0.419708753434209	7.5	8	2003	summer	16934400	0	197	M	29	silverado	4	1
A053542615	HS_mouse	Obesity	-0.523412576044384	7.9	6	2003	summer	13305600	0	155	F	19.4	black	4	2
A053543610	HS_mouse	Obesity	-0.364060203833546	7.1	5	2003	spring	10886400	0	127	M	28.1	black	7	1
A053544524	HS_mouse	Obesity	-0.516120112208158	8.4	7	2003	summer	15120000	0	176	M	27.7	black	4	1
A053546593	HS_mouse	Obesity	-0.474128373935257	7.7	5	2003	spring	10886400	0	127	M	NA	black	7	1
A053547773	HS_mouse	Obesity	-0.420430523212071	6.2	7	2003	summer	15724800	0	183	F	17	dark.brown	4	2
A053548812	HS_mouse	Obesity	-0.440691989092988	8	7	2003	summer	16329600	0	190	M	24.3	black	6	2
A053550328	HS_mouse	Obesity	-0.457134555417412	8.1	7	2003	summer	14515200	0	169	M	28.4	black	3	1
A053557530	HS_mouse	Obesity	-0.438527699194033	7.7	6	2003	summer	12096000	0	141	F	23.8	sand	3	3
A053558768	HS_mouse	Obesity	-0.369911285071794	7.5	7	2003	summer	15120000	0	176	M	26.5	albino	4	1
A053559068	HS_mouse	Obesity	-0.402566735682043	6.8	7	2003	summer	15724800	0	183	F	21.5	chocolate	4	5
A053560346	HS_mouse	Obesity	NA	6.3	6	2003	summer	11491200	0	134	M	23.8	chocolate	4	2
A053561870	HS_mouse	Obesity	-0.468918321652131	7.9	6	2003	summer	12700800	0	148	M	24.2	light.brown	4	3
A053562842	HS_mouse	Obesity	-0.551165900594189	8.2	7	2003	summer	15724800	0	183	M	25.2	chocolate	4	2
A053563030	HS_mouse	Obesity	-0.580870692258024	8	7	2003	summer	15120000	0	176	F	17	light.brown	6	2
A053563588	HS_mouse	Obesity	-0.486096471958312	7.3	6	2003	summer	12096000	0	141	F	19.3	chocolate	7	4
A053564374	HS_mouse	Obesity	-0.581441590849751	8.1	5	2003	spring	10281600	0	120	F	21	chocolate	5	1
A053564582	HS_mouse	Obesity	-0.462861598609899	8.1	6	2003	summer	12096000	0	141	F	25	albino	4	1
A053565037	HS_mouse	Obesity	-0.394451680826216	6.2	7	2003	summer	15724800	0	183	F	18.5	dark.brown	4	2
A053568862	HS_mouse	Obesity	-0.579860811388443	7.5	5	2003	spring	10281600	0	120	F	16.8	chocolate	5	1
A053573885	HS_mouse	Obesity	-0.379054664511664	7.5	6	2003	summer	12700800	0	148	M	29.7	black	4	1
A053575633	HS_mouse	Obesity	-0.516145362621369	8	6	2003	summer	13305600	0	155	F	21.2	black	4	1
A053576623	HS_mouse	Obesity	-0.507727401207717	7.8	7	2003	summer	16329600	0	190	F	19.8	black	4	1
A053577791	HS_mouse	Obesity	-0.441135282468112	6.5	5	2003	spring	10886400	0	127	F	18	chocolate	5	2
A053579560	HS_mouse	Obesity	-0.49300168289552	7.1	6	2003	summer	12700800	0	148	F	20.2	chocolate	6	2
A053581777	HS_mouse	Obesity	-0.429489378504924	6.8	6	2003	summer	12096000	0	141	F	20.9	light.brown	7	4
A053582632	HS_mouse	Obesity	-0.473034887846964	7.9	6	2003	summer	11491200	0	134	F	23.7	chocolate	4	1
A053583098	HS_mouse	Obesity	-0.455656300621807	7.5	7	2003	summer	16329600	0	190	M	25.3	chocolate	6	3
A053583638	HS_mouse	Obesity	-0.46763008089834	7.7	7	2003	summer	16329600	0	190	F	24.9	chocolate	4	2
A053589026	HS_mouse	Obesity	-0.419708753434209	7.5	6	2003	summer	12096000	0	141	M	25.5	chocolate	5	2
A053592775	HS_mouse	Obesity	-0.451997017135684	7.6	6	2003	summer	12096000	0	141	M	28	light.brown	6	2
A053593532	HS_mouse	Obesity	-0.440318606811914	6.3	7	2003	summer	14515200	0	169	F	14.7	black	5	3
A053594023	HS_mouse	Obesity	-0.399874508449237	7.5	7	2003	summer	16329600	0	190	M	29.7	chocolate	6	3
A053596619	HS_mouse	Obesity	-0.489902813134259	7.9	7	2003	summer	16329600	0	190	F	20	black	4	1
A053597769	HS_mouse	Obesity	-0.570651527076338	8	8	2003	summer	16934400	0	197	F	20.1	silverado	4	1
A053603357	HS_mouse	Obesity	-0.432179494079319	7.3	7	2003	summer	15120000	0	176	M	24.8	black	5	4
A053606015	HS_mouse	Obesity	-0.544326476063884	8.2	7	2003	summer	14515200	0	169	F	23.5	black	3	2
A053607343	HS_mouse	Obesity	-0.490781603166678	6.7	6	2003	summer	11491200	0	134	M	18.5	black	3	2
A053607576	HS_mouse	Obesity	-0.473578198818586	6.9	7	2003	summer	15724800	0	183	M	21.4	dark.brown	4	2
A053607586	HS_mouse	Obesity	-0.43865534331827	6.2	5	2003	spring	10886400	0	127	F	17.5	black	5	1
A053608073	HS_mouse	Obesity	-0.471368925830571	7.5	6	2003	summer	13305600	0	155	F	21.6	dark.brown	4	2
A053610544	HS_mouse	Obesity	-0.494450132976362	8.4	5	2003	spring	10281600	0	120	M	27.6	chocolate	4	1
A053610614	HS_mouse	Obesity	-0.454804113704413	7.3	6	2003	summer	13910400	0	162	F	20.6	black	6	5
A053611080	HS_mouse	Obesity	-0.439244622484727	8.6	6	2003	summer	13910400	0	162	M	31.5	chocolate	6	2
A053611854	HS_mouse	Obesity	-0.447416463055827	8.2	6	2003	summer	11491200	0	134	M	25.8	albino	4	2
A053611862	HS_mouse	Obesity	-0.482260894372074	8.5	6	2003	summer	13910400	0	162	M	28	light.brown	6	4
A053612768	HS_mouse	Obesity	-0.467723480379282	8	7	2003	summer	15724800	0	183	M	24	dark.brown	5	3
A053613021	HS_mouse	Obesity	-0.438368665727646	7.5	7	2003	summer	14515200	0	169	M	25.3	light.brown	3	1
A053614004	HS_mouse	Obesity	-0.485973666640785	8.3	7	2003	summer	15120000	0	176	M	28.3	black	4	1
A053614010	HS_mouse	Obesity	-0.469371113205107	7.6	6	2003	summer	12700800	0	148	F	21.6	chocolate	6	1
A053615533	HS_mouse	Obesity	-0.494756110017515	6.8	6	2003	summer	12700800	0	148	F	15.9	chocolate	6	2
A053615847	HS_mouse	Obesity	-0.436611108878394	7.3	7	2003	summer	15724800	0	183	M	23.7	dark.brown	4	2
A053616020	HS_mouse	Obesity	-0.549207684002687	8.5	6	2003	summer	13910400	0	162	F	25	dark.brown	6	1
A053616035	HS_mouse	Obesity	-0.351150605043319	6.8	6	2003	summer	13305600	0	155	M	22.5	light.brown	4	2
A053616606	HS_mouse	Obesity	-0.437698874428614	7.1	5	2003	spring	10281600	0	120	F	31.7	black	6	1
A053617622	HS_mouse	Obesity	-0.550593383109703	6.9	6	2003	summer	11491200	0	134	F	17.1	silverado	6	2
A053617890	HS_mouse	Obesity	-0.462001635288708	7.4	7	2003	summer	15120000	0	176	M	24.1	black	5	4
A053619006	HS_mouse	Obesity	-0.413322321513422	7.6	6	2003	summer	11491200	0	134	M	25.6	albino	4	1
A053619368	HS_mouse	Obesity	-0.562637611036914	7.1	6	2003	summer	11491200	0	134	F	15.3	dark.brown	6	2
A053620586	HS_mouse	Obesity	-0.436758796045694	8.1	6	2003	summer	13305600	0	155	M	26.7	black	4	3
A053622311	HS_mouse	Obesity	-0.436521716496434	7.7	7	2003	summer	15120000	0	176	M	26.4	black	5	4
A053622625	HS_mouse	Obesity	-0.49651964617172	7.7	8	2003	summer	16934400	0	197	M	24	dark.brown	4	1
A053622854	HS_mouse	Obesity	-0.519934364633556	7	6	2003	summer	13910400	0	162	F	18.1	albino	6	5
A053624045	HS_mouse	Obesity	-0.397940008672038	8.5	8	2003	summer	16934400	0	197	M	32.5	dark.brown	2	1
A053625123	HS_mouse	Obesity	-0.467902744325206	8.5	7	2003	summer	14515200	0	169	M	28.3	black	3	1
A053625512	HS_mouse	Obesity	-0.550593383109703	6.9	6	2003	summer	11491200	0	134	F	16.2	black	6	2
A053625622	HS_mouse	Obesity	-0.473645616452416	7.4	7	2003	summer	15724800	0	183	F	20.5	chocolate	4	3
A053625627	HS_mouse	Obesity	-0.5451284312208	8.1	6	2003	summer	12700800	0	148	F	21.2	light.brown	6	1
A053625841	HS_mouse	Obesity	-0.4358843423328	7.8	6	2003	summer	13305600	0	155	M	25.6	black	4	2
A053627520	HS_mouse	Obesity	-0.452879358757329	8.2	6	2003	summer	13305600	0	155	M	28.5	black	4	3
A053627600	HS_mouse	Obesity	-0.422733432010801	7.7	6	2003	summer	13910400	0	162	M	29.1	chocolate	6	4
A053627847	HS_mouse	Obesity	-0.448698995047271	7.7	5	2003	spring	10281600	0	120	M	26.5	chocolate	4	2
A053627872	HS_mouse	Obesity	-0.55712281750442	8.3	8	2003	summer	16934400	0	197	F	21.4	black	3	3
A053628118	HS_mouse	Obesity	-0.487183589927315	8.2	7	2003	summer	16329600	0	190	M	27.5	DBA.grey	6	3
A053628616	HS_mouse	Obesity	-0.524431647346944	8.2	6	2003	summer	12700800	0	148	M	26	albino	4	3
A053629514	HS_mouse	Obesity	-0.457430072214225	7.4	7	2003	summer	15120000	0	176	M	22.7	chocolate	5	2
A053774578	HS_mouse	Obesity	-0.460087915420882	7.5	6	2003	summer	11491200	0	134	M	23.3	albino	4	3
A053775361	HS_mouse	Obesity	-0.466821298079851	7.5	6	2003	summer	13910400	0	162	F	20.6	chocolate	4	2
A053776778	HS_mouse	Obesity	-0.457434578367406	8.7	7	2003	summer	14515200	0	169	M	31.9	black	6	1
A053777555	HS_mouse	Obesity	-0.562244493962255	6.7	6	2003	summer	12700800	0	148	F	13.8	albino	4	2
A053781297	HS_mouse	Obesity	-0.59979518193269	7.7	7	2003	summer	15120000	0	176	F	16.4	light.brown	6	2
A053785895	HS_mouse	Obesity	-0.447158031342219	7	7	2003	summer	16329600	0	190	F	17.5	black	4	1
A053786092	HS_mouse	Obesity	-0.43503566357633	8.3	6	2003	summer	12096000	0	141	M	32.1	chocolate	5	3
A053790005	HS_mouse	Obesity	-0.374851459569808	7.4	6	2003	summer	11491200	0	134	M	28.2	albino	4	3
A053791356	HS_mouse	Obesity	-0.470872305442661	6.9	5	2003	spring	10281600	0	120	F	17.3	black	5	1
A053796333	HS_mouse	Obesity	-0.398019324621834	7.4	6	2003	summer	11491200	0	134	M	26.6	light.brown	4	1
A053798358	HS_mouse	Obesity	-0.502998111224407	7.9	5	2003	spring	10886400	0	127	M	24.7	black	7	1
A053802801	HS_mouse	Obesity	-0.492114240343666	7.6	6	2003	summer	13305600	0	155	F	18.8	chocolate	4	2
A053804113	HS_mouse	Obesity	-0.465485412431751	7.7	5	2003	spring	10886400	0	127	F	26.1	black	4	1
A053807280	HS_mouse	Obesity	-0.405534071935925	6.4	5	2003	spring	10886400	0	127	F	18.3	albino	5	2
A053811085	HS_mouse	Obesity	-0.54320720267714	8.4	7	2003	summer	14515200	0	169	F	20.4	black	3	2
A053812366	HS_mouse	Obesity	-0.409162712780786	7	8	2003	summer	16934400	0	197	F	19.8	chocolate	3	3
A053819563	HS_mouse	Obesity	-0.387878682664142	8	7	2003	summer	14515200	0	169	M	29.5	light.brown	4	1
A054084284	HS_mouse	Obesity	-0.548725402462949	7.5	6	2003	summer	13910400	0	162	F	16.3	chocolate	4	2
A054090550	HS_mouse	Obesity	-0.436758796045694	8.1	7	2003	summer	14515200	0	169	M	28.3	dark.brown	6	1
A054091270	HS_mouse	Obesity	-0.474128373935257	7.7	5	2003	spring	10886400	0	127	M	24.4	chocolate	7	1
A062882537	HS_mouse	Obesity	-0.46589986874984	8.2	4	2004	spring	38707200	0	449	M	26.6	black	4	2
A062882785	HS_mouse	Obesity	-0.50460985896925	7.5	8	2003	summer	16934400	0	197	F	19.8	dark.brown	5	3
A062882891	HS_mouse	Obesity	-0.431616004318193	8.3	12	2003	winter	27820800	0	323	M	30.9	black	5	1
A062884359	HS_mouse	Obesity	-0.520622664976113	8	8	2003	summer	16934400	0	197	F	20.7	dark.brown	5	3
A062893089	HS_mouse	Obesity	-0.45229767099463	8.5	3	2004	spring	36288000	0	421	M	33.6	dark.brown	4	2
A063001812	HS_mouse	Obesity	-0.46245672205318	8.6	1	2004	winter	31449600	0	365	M	29.9	dark.brown	6	3
A063003538	HS_mouse	Obesity	-0.498721914920904	6.5	8	2003	summer	17539200	0	204	F	17.4	chocolate	6	1
A063004568	HS_mouse	Obesity	-0.549798309354286	8.1	4	2004	spring	38707200	0	449	F	20.5	chocolate	5	3
A063004820	HS_mouse	Obesity	-0.427953983286395	8.2	12	2003	winter	27820800	0	323	M	26.8	dark.brown	3	2
A063004831	HS_mouse	Obesity	-0.475107896469829	7.9	3	2004	spring	37497600	0	435	F	24.3	light.brown	6	2
A063007024	HS_mouse	Obesity	-0.509822647827094	8.7	3	2004	spring	37497600	0	435	M	29	light.brown	3	4
A063007072	HS_mouse	Obesity	-0.388394690765807	7.5	8	2003	summer	16934400	0	197	M	28.1	black	5	3
A063009019	HS_mouse	Obesity	-0.503468506127047	7.7	8	2003	summer	18144000	0	211	F	21.1	chocolate	7	4
A063009106	HS_mouse	Obesity	-0.459906750083268	7.8	8	2003	summer	17539200	0	204	F	22.9	light.brown	4	1
A063009115	HS_mouse	Obesity	-0.452879358757329	8.2	12	2003	winter	29030400	0	337	M	30.2	light.brown	3	2
A063010002	HS_mouse	Obesity	-0.311959492916558	6.5	8	2003	summer	18144000	0	211	M	24.5	dark.brown	4	2
A063010041	HS_mouse	Obesity	-0.413322321513422	7.6	1	2004	winter	31449600	0	365	M	25.7	black	6	3
A063011268	HS_mouse	Obesity	-0.36806294628722	7.1	3	2004	spring	36288000	0	421	M	25.6	lead	4	2
A063012272	HS_mouse	Obesity	-0.291906069068705	6.1	8	2003	summer	18144000	0	211	M	28.2	light.brown	4	1
A063014029	HS_mouse	Obesity	-0.434967888427813	6.6	8	2003	summer	18144000	0	211	F	18.3	light.brown	4	1
A063014123	HS_mouse	Obesity	-0.322630655865222	6.5	1	2004	winter	31449600	0	365	F	19.7	lead	4	3
A063014272	HS_mouse	Obesity	-0.398015204669438	7.6	3	2004	spring	36288000	0	421	M	28.8	dark.brown	4	2
A063119082	HS_mouse	Obesity	-0.501696450903618	8.3	8	2003	summer	18748800	0	218	M	26.5	dark.brown	5	3
